"ID","Afqt80","Afqt89","Afqt06"
"3186","78","82","70703"
"3187","99","99","97762"
"3188","24","32","23362"
"3189","57","72","74512"
"3190","8","7","17018"
"3191","15","12","12665"
"3192","39","35","31785"
"3193","76","78","75440"
"3194","30","28","25518"
"3195","65","74","59617"
"3196","69","72","66428"
"3197","33","38","43955"
"3198","62","68","69661"
"3199","21","17","16749"
"3200","30","35","24193"
"3201","77","88","88518"
"3202","37","37","34983"
"3203","26","28","43176"
"3204","37","41","52129"
"3205","69","76","83732"
"3206","41","37","49106"
"3207","75","58","57768"
"3208","94","92","92189"
"3209","71","46","53889"
"3210","57","51","67243"
"3211","46","49","49313"
"3212","99","95","94747"
"3213","43","59","74571"
"3214","62","70","73204"
"3215","69","62","68957"
"3216","95","94","95111"
"3217",".",".","."
"3218","39","48","50820"
"3219","48","68","60974"
"3220","73","82","80835"
"3221","56","72","87803"
"3222","82","76","75354"
"3223","89","88","92292"
"3224","78","88","77251"
"3225","75","76","81344"
"3226","86","99","98716"
"3227","87","99","100000"
"3228","56","66","74327"
"3229","57","65","82125"
"3230","11","8","8961"
"3231","53","54","61426"
"3232","71","57","45018"
"3233","57","53","40697"
"3234","64","66","64311"
"3235","74","69","74936"
"3236","55","50","69055"
"3237","54","50","45032"
"3238","69","84","85024"
"3239","42","59","63447"
"3240","88","93","96819"
"3241","91","90","89103"
"3242","62","52","55896"
"3243","77","75","58532"
"3244","51","69","82180"
"3245","33","40","51236"
"3246","49","42","38573"
"3247","50","35","43302"
"3248","57","69","77003"
"3249","42","61","56140"
"3250","98","99","99453"
"3251","74","81","78718"
"3252","32","22","28527"
"3253","4","1","572"
"3254","54","47","67565"
"3255","90","91","91683"
"3256","89","99","97873"
"3257","86","96","98634"
"3258","83","89","89343"
"3259","1","1","1145"
"3260","2","2","3283"
"3261","14","12","16527"
"3262","19","23","22175"
"3263","80","97","96452"
"3264","22","21","21626"
"3265","23","25","29955"
"3266","43","45","44505"
"3267","75","78","78896"
"3268","13","13","22938"
"3269","32","46","47051"
"3270","2","4","1277"
"3271",".",".","."
"3272","17","11","16201"
"3273","5","8","10456"
"3274",".",".","."
"3275","66","79","84104"
"3276","51","57","64978"
"3277","75","80","84126"
"3278","81","77","60446"
"3279","18","16","13410"
"3280","42","53","61654"
"3281","52","56","55405"
"3282","38","29","33772"
"3283","16","17","14537"
"3284","45","42","50333"
"3285","14","14","14453"
"3286","75","77","75710"
"3287","20","27","39989"
"3288","13","13","20051"
"3289","93","94","94381"
"3290","88","92","93795"
"3291","37","45","53457"
"3292","54","51","41120"
"3293","62","56","63654"
"3294","98","95","94740"
"3295","91","90","94806"
"3296","73","70","61616"
"3297","10","14","13034"
"3298",".",".","1046"
"3299","31","45","42659"
"3300","11","17","12454"
"3301","40","52","50796"
"3302","56","74","77135"
"3303","97","97","94269"
"3304","68","82","80934"
"3305","63","62","78189"
"3306","14","16","25048"
"3307","15","17","21330"
"3308","10","14","20264"
"3309","93","94","92951"
"3310","14","18","27814"
"3311","14","17","18024"
"3312","13","12","6887"
"3313","4","5","1739"
"3314","42","44","48817"
"3315","47","34","34992"
"3316","13","8","11714"
"3317","6","2","2463"
"3318","3","3","2123"
"3319","5","6","15354"
"3320","6","5","5019"
"3321","3","3","12579"
"3322","14","14","11508"
"3323","27","30","27875"
"3324","18","17","30357"
"3325","10","8","4022"
"3326","3","3","3975"
"3327","1","5","11116"
"3328","68","66","54747"
"3329","74","69","70007"
"3330","14","16","21713"
"3331","22","25","18388"
"3332",".",".","."
"3333",".",".","."
"3334","25","24","28972"
"3335","44","49","53555"
"3336","20","27","21195"
"3337","92","80","89081"
"3338","85","88","89463"
"3339","63","80","89511"
"3340","33","49","51000"
"3341","35","37","38607"
"3342","29","26","21982"
"3343","23","18","24527"
"3344","63","67","51012"
"3345","48","49","46920"
"3346","15","13","19847"
"3347","59","53","35431"
"3348","25","33","31705"
"3349","15","16","18676"
"3350","39","53","59694"
"3351","70","66","64625"
"3352","72","72","76359"
"3353","16","15","16881"
"3354","37","36","32157"
"3355","79","71","62443"
"3356","42","40","43776"
"3357","50","42","63141"
"3358","76","84","77831"
"3359","63","79","72763"
"3360","43","52","67272"
"3361","58","64","75092"
"3362","35","37","34454"
"3363","58","68","77027"
"3364","87","80","84004"
"3365","31","31","42299"
"3366","74","76","74270"
"3367","87","99","98982"
"3368","94","97","99400"
"3369","86","95","91112"
"3370","55","57","76987"
"3371","5","7","31539"
"3372","35","30","18701"
"3373","21","18","17885"
"3374","32","44","51063"
"3375","42","43","48318"
"3376","68","65","74979"
"3377","68","74","85986"
"3378","65","55","58958"
"3379","77","80","81031"
"3380","94","91","90763"
"3381","76","82","79141"
"3382","59","70","77607"
"3383","67","62","68563"
"3384","64","54","66224"
"3385","72","73","86301"
"3386","19","22","34209"
"3387","66","70","65907"
"3388","79","96","98970"
"3389","79","81","72590"
"3390","93","88","80348"
"3391","95","99","100000"
"3392","32","39","33465"
"3393","22","23","27639"
"3394","69","59","65826"
"3395","55","63","75491"
"3396","83","81","84632"
"3397","38","39","48483"
"3398","49","42","54253"
"3399","87","84","80288"
"3400","17","26","16139"
"3401","41","34","35316"
"3402","63","55","65213"
"3403","51","48","52847"
"3404","89","87","89713"
"3405","89","84","95206"
"3406","64","72","87896"
"3407",".",".","."
"3408","30","29","25825"
"3409","59","55","62361"
"3410","75","75","73196"
"3411","49","55","86623"
"3412",".",".","."
"3413","90","87","73678"
"3414","65","59","52758"
"3415","38","42","40203"
"3416","57","40","41012"
"3417","42","33","41461"
"3418","37","29","46630"
"3419","42","51","41650"
"3420","65","84","76206"
"3421","54","64","77549"
"3422","55","67","75246"
"3423","93","90","89754"
"3424","93","89","86745"
"3425","74","73","79069"
"3426","86","87","93457"
"3427","88","87","91975"
"3428","99","97","96365"
"3429","98","93","84702"
"3430","99","99","98418"
"3431","89","99","100000"
"3432","96","95","92486"
"3433","93","84","68906"
"3434","44","37","27003"
"3435","1","1","131"
"3436","1","1","0"
"3437","1","1","0"
"3438","1","1","0"
"3439","48","47","55549"
"3440","19","15","12346"
"3441","19","15","15622"
"3442","88","93","95099"
"3443","90","95","95575"
"3444","28","25","25156"
"3445","82","75","70650"
"3446","53","48","34824"
"3447","5","6","8376"
"3448",".",".","."
"3449",".",".","."
"3450",".",".","."
"3451",".",".","."
"3452","41","35","44827"
"3453","16","22","28581"
"3454",".",".","."
"3455","64","67","63061"
"3456","30","37","39194"
"3457","19","14","14135"
"3458","23","21","25830"
"3459","65","72","83153"
"3460","17","16","22708"
"3461","79","92","88411"
"3462","45","42","47612"
"3463","42","47","63241"
"3464","81","93","96279"
"3465","78","75","82154"
"3466","65","73","88224"
"3467","35","42","43428"
"3468","88","96","94705"
"3469","92","93","97109"
"3470","53","42","49625"
"3471","20","21","18838"
"3472","58","56","58518"
"3473","42","35","30285"
"3474","22","16","12607"
"3475","14","15","18263"
"3476","26","29","33828"
"3477","49","57","63210"
"3478","58","51","43424"
"3479","28","29","39476"
"3480","29","32","25652"
"3481","79","70","65371"
"3482","17","18","14447"
"3483","14","19","23172"
"3484","6","7","5647"
"3485","94","93","93419"
"3486","89","82","83037"
"3487","41","33","34632"
"3488","65","55","53699"
"3489","48","46","49900"
"3490",".",".","."
"3491","26","22","21083"
"3492","45","54","66416"
"3493","63","62","56788"
"3494","60","58","51167"
"3495","45","48","36121"
"3496","75","62","63829"
"3497","72","84","91675"
"3498","18","22","22579"
"3499",".",".","."
"3500","75","71","55835"
"3501","42","29","22447"
"3502","53","47","43096"
"3503","85","67","56814"
"3504","44","48","37546"
"3505","69","54","56313"
"3506","75","78","79063"
"3507","71","69","75331"
"3508","22","20","21706"
"3509",".",".","."
"3510","16","18","18559"
"3511","79","75","81893"
"3512","20","15","19351"
"3513","30","25","18312"
"3514","68","65","74184"
"3515","98","98","99396"
"3516","30","22","26619"
"3517","35","30","44921"
"3518","39","34","23609"
"3519","5","4","5699"
"3520","27","29","33591"
"3521","31","37","40802"
"3522","10","10","13607"
"3523","49","52","61807"
"3524","26","26","27020"
"3525","98","98","98118"
"3526","56","50","36108"
"3527","57","59","58406"
"3528","37","51","44683"
"3529","39","44","54924"
"3530","90","94","95493"
"3531","68","76","65807"
"3532","65","47","53789"
"3533","87","86","85393"
"3534","92","95","89897"
"3535","96","92","92404"
"3536","58","59","63329"
"3537","35","48","38672"
"3538","69","75","67319"
"3539","16","11","17587"
"3540","28","37","36551"
"3541","5","6","11028"
"3542","10","11","12436"
"3543","20","19","29695"
"3544","10","8","5665"
"3545","32","32","40382"
"3546","36","42","55054"
"3547","43","41","40401"
"3548","18","16","23819"
"3549","26","27","29121"
"3550","73","64","62616"
"3551","94","92","95741"
"3552","72","72","83704"
"3553","77","73","78494"
"3554","47","44","65232"
"3555","34","37","30231"
"3556","39","30","26054"
"3557","21","27","34815"
"3558","63","58","72743"
"3559","93","84","83662"
"3560","78","67","80612"
"3561","2","4","4231"
"3562","19","17","16231"
"3563","19","15","25734"
"3564","25","17","12964"
"3565","85","84","84823"
"3566","70","61","46411"
"3567","73","72","62489"
"3568","43","35","29205"
"3569","20","16","19175"
"3570","12","6","4347"
"3571","14","13","20536"
"3572","17","13","18677"
"3573","99","99","99639"
"3574","99","99","98092"
"3575","53","39","28797"
"3576","59","56","64704"
"3577","2","2","2051"
"3578","20","10","17919"
"3579","67","56","42908"
"3580","78","71","75229"
"3581","69","59","55513"
"3582","83","80","77911"
"3583","99","99","99022"
"3584","26","22","18188"
"3585","98","97","94650"
"3586",".",".","."
"3587","83","79","76091"
"3588","46","65","71155"
"3589","69","58","51560"
"3590","94","92","90906"
"3591","77","70","77562"
"3592","56","56","61802"
"3593","69","56","71054"
"3594","14","31","29377"
"3595","52","40","40522"
"3596","40","36","48605"
"3597","62","66","54584"
"3598","24","21","21334"
"3599","55","52","52464"
"3600","81","79","57648"
"3601","81","78","79229"
"3602","76","57","62217"
"3603","59","57","61383"
"3604","34","26","26294"
"3605","90","80","74851"
"3606","60","49","57872"
"3607","28","42","32823"
"3608","95","93","90060"
"3609","54","53","50181"
"3610","30","28","18919"
"3611","48","49","45548"
"3612","27","37","41128"
"3613","87","77","74682"
"3614","95","92","91863"
"3615","73","76","82777"
"3616","89","88","91974"
"3617","90","88","78008"
"3618","77","75","56642"
"3619","85","84","88649"
"3620","49","44","38967"
"3621","12","9","8637"
"3622","3","5","4654"
"3623","96","95","92432"
"3624","90","91","93901"
"3625","86","84","92207"
"3626","66","53","47680"
"3627","67","70","59848"
"3628","70","65","50492"
"3629","71","66","79523"
"3630","96","93","95098"
"3631","19","11","13005"
"3632","10","6","12979"
"3633",".",".","."
"3634","9","10","14817"
"3635","14","15","14534"
"3636","41","49","57089"
"3637","32","23","12785"
"3638","30","25","30405"
"3639","3","2","3490"
"3640","2","4","1107"
"3641","42","50","44391"
"3642","37","36","37705"
"3643","24","22","33724"
"3644","25","29","35297"
"3645","30","27","20119"
"3646","75","65","55556"
"3647","13","15","22295"
"3648","39","35","39675"
"3649","10","8","12016"
"3650","42","36","33934"
"3651","69","54","50502"
"3652","19","12","9648"
"3653","70","57","63556"
"3654","7","7","10147"
"3655","19","16","22394"
"3656","43","40","53812"
"3657","6","10","8601"
"3658","2","3","1122"
"3659","18","19","25028"
"3660","3","3","6285"
"3661","34","36","38955"
"3662","32","23","17578"
"3663","69","72","69892"
"3664","94","91","78053"
"3665","87","84","66805"
"3666","86","86","89195"
"3667","70","70","76656"
"3668","99","99","99384"
"3669","93","88","93677"
"3670","83","99","98204"
"3671","86","88","97927"
"3672","81","86","80718"
"3673","87","87","83039"
"3674","52","55","59352"
"3675","42","51","78493"
"3676","83","92","90283"
"3677","85","88","90778"
"3678","84","74","80034"
"3679","56","55","67885"
"3680","56","84","87409"
"3681",".",".","."
"3682","65","74","90260"
"3683","99","99","98958"
"3684","99","99","99426"
"3685","83","79","74984"
"3686","76","71","76418"
"3687","46","41","38054"
"3688","88","97","98105"
"3689","99","99","95345"
"3690","86","96","97840"
"3691",".",".","."
"3692","14","13","9938"
"3693","26","28","33068"
"3694","49","50","40937"
"3695","49","40","50653"
"3696","39","36","52618"
"3697","25","14","23181"
"3698","30","21","20809"
"3699","23","15","11840"
"3700","66","52","48520"
"3701",".",".","."
"3702","49","55","49905"
"3703","3","1","226"
"3704","10","8","10380"
"3705","73","61","71213"
"3706","55","57","37080"
"3707","85","90","86836"
"3708","91","86","87553"
"3709","52","49","57749"
"3710",".",".","."
"3711","86","86","85588"
"3712","73","78","76789"
"3713","58","71","75413"
"3714","67","67","64857"
"3715","91","79","79829"
"3716","77","75","66546"
"3717","86","82","89157"
"3718","46","37","47308"
"3719","26","34","29347"
"3720","74","67","56677"
"3721","79","80","83258"
"3722","55","48","53708"
"3723","40","45","45716"
"3724","73","55","67589"
"3725","52","49","40026"
"3726","76","68","74917"
"3727","67","56","68751"
"3728","51","54","54236"
"3729","47","54","53447"
"3730","96","92","87574"
"3731","42","43","58123"
"3732","99","97","99473"
"3733","2","5","10922"
"3734","73","71","83973"
"3735","45","47","59053"
"3736","71","65","69238"
"3737","54","44","44255"
"3738","29","28","34888"
"3739","59","61","68557"
"3740","16","15","16420"
"3741","21","18","31360"
"3742","23","25","38276"
"3743","96","93","91780"
"3744","76","84","79579"
"3745","96","95","95983"
"3746","36","32","28755"
"3747","34","28","30419"
"3748","89","84","86927"
"3749","2","4","5931"
"3750","56","68","79149"
"3751","33","43","60681"
"3752",".",".","."
"3753",".",".","."
"3754","83","82","81924"
"3755","81","75","76508"
"3756","39","53","60929"
"3757","98","96","97506"
"3758","93","90","86305"
"3759","39","33","32902"
"3760","42","42","54302"
"3761","18","14","20368"
"3762",".",".","."
"3763",".",".","."
"3764","69","85","86213"
"3765","87","76","88839"
"3766","89","82","73454"
"3767","76","78","70472"
"3768","17","19","12310"
"3769","32","30","27625"
"3770","53","55","54943"
"3771","72","74","87764"
"3772","55","56","63580"
"3773","75","68","59594"
"3774",".",".","."
"3775","73","77","71105"
"3776","92","85","90261"
"3777","65","57","56903"
"3778","29","32","42206"
"3779","96","89","85924"
"3780","48","50","66841"
"3781","76","70","75934"
"3782","76","82","86908"
"3783","32","67","75622"
"3784","28","29","35256"
"3785","96","94","90971"
"3786","32","29","21851"
"3787","80","67","50928"
"3788","72","70","70379"
"3789","65","59","59009"
"3790","26","37","39133"
"3791","83","77","73529"
"3792","91","97","94762"
"3793","57","54","49422"
"3794","46","53","66337"
"3795","68","72","77849"
"3796","90","88","94245"
"3797","79","78","89759"
"3798","56","46","52811"
"3799","75","62","65844"
"3800","49","63","65354"
"3801","35","35","25147"
"3802","70","74","74172"
"3803","81","82","81774"
"3804","87","85","80927"
"3805","79","75","78523"
"3806","70","70","61494"
"3807","55","51","49038"
"3808","99","99","99528"
"3809","84","90","93854"
"3810","29","26","23492"
"3811","93","99","100000"
"3812","99","99","100000"
"3813","76","77","88799"
"3814","68","62","62096"
"3815","81","84","90913"
"3816","79","81","89253"
"3817","98","96","99188"
"3818","99","99","98780"
"3819","11","13","11317"
"3820","37","28","28979"
"3821","2","2","2531"
"3822","1","4","6558"
"3823",".",".","."
"3824","30","39","49784"
"3825","7","11","9201"
"3826","1","2","3188"
"3827","5","8","8861"
"3828","8","12","20801"
"3829","49","42","49060"
"3830","32","34","44827"
"3831","27","33","32252"
"3832","42","32","39847"
"3833","48","42","50489"
"3834","82","86","93333"
"3835","85","80","74071"
"3836","94","90","90790"
"3837","46","56","57761"
"3838","43","37","57333"
"3839","43","37","32180"
"3840","10","11","10846"
"3841","53","45","37436"
"3842","40","53","57610"
"3843",".",".","."
"3844","84","85","84585"
"3845","52","50","54553"
"3846","60","57","74995"
"3847","73","61","46544"
"3848",".",".","."
"3849","46","38","37254"
"3850","58","52","64154"
"3851","42","35","33379"
"3852","41","35","50215"
"3853","77","90","94064"
